number	created_at	merged_at	state	title	user	time_to_merge
580	2022-05-22 06:05:13+00:00	2022-05-28 13:35:32+00:00	closed	[ENH] add metadata to preprocessed derivatives	Remi-Gau	6
577	2022-05-21 09:08:39+00:00	2022-05-21 15:36:08+00:00	closed	[ENH] simplify and extend bidsResults	Remi-Gau	0
576	2022-05-20 13:33:58+00:00	2022-05-20 14:14:44+00:00	closed	[ENH] properly rely on BIDS stats model to specify subject level contrast	Remi-Gau	0
575	2022-05-19 15:56:54+00:00	2022-05-19 18:41:16+00:00	closed	[ENH] Update submodules	Remi-Gau	0
574	2022-05-17 18:20:09+00:00	2022-05-20 08:05:22+00:00	closed	[ENH] fix some issue on model selection	Remi-Gau	2
573	2022-05-17 15:35:29+00:00	2022-05-17 16:00:08+00:00	closed	[INFRA] misc	Remi-Gau	0
572	2022-05-17 08:24:34+00:00	2022-05-17 11:54:22+00:00	closed	[ENH] automatically generate method sections	Remi-Gau	0
571	2022-05-16 19:40:29+00:00	2022-05-16 21:28:27+00:00	closed	[ENH] skullstripping fixes and options 	Remi-Gau	0
570	2022-05-14 14:54:26+00:00	2022-05-16 19:28:14+00:00	closed	[DEP] update bids matlab	Remi-Gau	2
569	2022-05-14 14:48:49+00:00	2022-05-14 14:59:29+00:00	closed	[DOC] update RTD with a symlink to README	Remi-Gau	0
567	2022-05-13 13:42:08+00:00	2022-05-13 14:11:30+00:00	closed	[REF] rename variables and using bids.File instead on bids.matlab internals	Remi-Gau	0
564	2022-05-12 12:21:47+00:00	2022-05-12 18:41:13+00:00	closed	[ENH] create a BIDS app API	Remi-Gau	0
562	2022-05-11 17:34:38+00:00	2022-05-11 21:03:29+00:00	closed	[FIX] creates BIDS valid filename for ROIs in individual space	Remi-Gau	0
561	2022-05-11 16:22:47+00:00	2022-05-11 16:23:03+00:00	closed	docs: add mcgnunes as a contributor for bug	allcontributors[bot]	0
559	2022-05-11 15:57:24+00:00	2022-05-11 16:12:04+00:00	closed	[ENH] only save batches as .m files	Remi-Gau	0
557	2022-05-11 15:15:51+00:00	2022-05-11 15:31:30+00:00	closed	[DOC] add MyST for the doc and add list of default options in the doc	Remi-Gau	0
556	2022-05-09 17:45:11+00:00	2022-05-09 19:22:06+00:00	closed	[FIX] fix test dev	Remi-Gau	0
553	2022-05-09 14:48:51+00:00	2022-05-09 16:31:16+00:00	closed	[INFRA] fix tests main	Remi-Gau	0
549	2022-05-07 14:24:23+00:00	2022-05-07 14:27:27+00:00	closed	Changes by create-pull-request action	github-actions[bot]	0
547	2022-04-28 08:54:00+00:00	2022-04-28 14:44:42+00:00	closed	fix #545 add more options for segmentation batch	marcobarilari	0
542	2022-03-22 10:55:01+00:00	2022-03-23 15:27:15+00:00	closed	[ENH] add workflow for creation of T1map from mp2rage	Remi-Gau	1
541	2022-03-04 13:08:02+00:00	2022-03-05 20:56:55+00:00	closed	[ENH] stats model and results	Remi-Gau	1
539	2022-03-01 07:28:45+00:00	2022-03-04 11:41:30+00:00	closed	[ENH] drop stats folder	Remi-Gau	3
538	2022-03-01 07:21:39+00:00	2022-06-10 17:56:07+00:00	closed	rc2.0.0	Remi-Gau	90
536	2022-02-28 15:20:45+00:00	2022-03-01 00:05:37+00:00	closed	[REF] Transfer some BIDS stats model function to bids matlab	Remi-Gau	0
533	2022-02-24 12:26:08+00:00	2022-02-24 15:32:25+00:00	closed	[ENH] rename output func qa	Remi-Gau	0
530	2022-02-23 07:35:09+00:00	2022-02-23 08:26:35+00:00	closed	[ENH] add checks and more verbose ouput for subject level GLM specification	Remi-Gau	0
529	2022-02-23 07:25:24+00:00	2022-02-23 08:21:10+00:00	closed	[ENH] change default to not run GLM QA	Remi-Gau	0
526	2022-02-22 12:07:45+00:00	2022-02-23 07:47:48+00:00	closed	[REF] Refactor volume splicing	Remi-Gau	0
524	2022-02-21 16:07:55+00:00	2022-04-06 16:46:00+00:00	closed	Fix typos in the sh run file of vismotion demo	marcobarilari	44
522	2022-02-13 13:13:07+00:00	2022-02-23 14:25:06+00:00	closed	[ENH] transformers 2	Remi-Gau	10
521	2022-02-12 11:46:14+00:00	2022-02-12 13:33:01+00:00	closed	[ENH] add remove dummies workflow	Remi-Gau	0
520	2022-02-11 17:46:15+00:00	2022-02-12 09:39:52+00:00	closed	[ENH] run subject level GLM with no condition	Remi-Gau	0
519	2022-02-11 15:22:40+00:00	2022-02-11 17:44:11+00:00	closed	[DOC] update contributors	Remi-Gau	0
516	2022-02-07 08:47:58+00:00	2022-02-08 23:02:16+00:00	closed	[ENH] Add change suffix workflow	Remi-Gau	1
515	2022-02-06 18:08:13+00:00	2022-02-06 19:38:26+00:00	closed	[FIX] Misc bug squashing :bug: :skull:	Remi-Gau	0
513	2022-02-06 09:54:56+00:00	2022-02-06 17:43:27+00:00	closed	[FIX] update vismotion demo	Remi-Gau	0
511	2022-02-05 10:13:30+00:00	2022-02-05 14:49:42+00:00	closed	[ENH] start creating main API	Remi-Gau	0
509	2022-02-04 14:54:35+00:00	2022-02-04 17:20:36+00:00	closed	[FIX] throw error when no repetition time was found	Remi-Gau	0
507	2022-02-03 15:04:07+00:00	2022-02-07 09:02:04+00:00	closed	[ENH] change verbosity levels	Remi-Gau	3
500	2022-01-31 17:18:18+00:00	2022-02-01 21:37:26+00:00	closed	[INFRA] Update system tests	Remi-Gau	1
499	2022-01-31 15:38:20+00:00	2022-01-31 15:38:30+00:00	closed	CI-run system test on dev branch and cron job every 15 days	Remi-Gau	0
498	2022-01-31 14:58:18+00:00	2022-01-31 15:39:02+00:00	closed	[FIX] returnRootDir did not return the root dir	Remi-Gau	0
497	2022-01-30 14:09:04+00:00	2022-01-30 19:15:57+00:00	closed	[ENH] Replace anat reference by bids filter	Remi-Gau	0
495	2022-01-28 12:57:35+00:00	2022-01-28 13:26:00+00:00	closed	[ENH] Bump bids matlab	Remi-Gau	0
494	2022-01-27 15:33:15+00:00	2022-01-27 15:45:06+00:00	closed	[DOC] update doc on how to filter files and what files gets upsampled	Remi-Gau	0
493	2022-01-26 22:41:43+00:00	2022-01-27 09:42:06+00:00	closed	[ENH] start implementing BIDS stats model transformers	Remi-Gau	0
492	2022-01-25 18:48:43+00:00	2022-01-25 21:07:33+00:00	closed	[ENH] filter file volume	Remi-Gau	0
489	2022-01-21 18:38:44+00:00	2022-01-21 18:38:58+00:00	closed	docs: add fedefalag as a contributor for userTesting	allcontributors[bot]	0
488	2022-01-21 18:38:18+00:00	2022-01-21 18:38:29+00:00	closed	docs: add mwmaclean as a contributor for userTesting	allcontributors[bot]	0
487	2022-01-21 18:37:15+00:00	2022-01-21 18:37:29+00:00	closed	docs: add fcerpe as a contributor for userTesting	allcontributors[bot]	0
486	2022-01-21 18:36:26+00:00	2022-01-21 18:36:39+00:00	closed	docs: add CerenB as a contributor for userTesting	allcontributors[bot]	0
485	2022-01-21 18:35:48+00:00	2022-01-21 18:36:00+00:00	closed	docs: add marcobarilari as a contributor for userTesting	allcontributors[bot]	0
484	2022-01-21 18:16:12+00:00	2022-01-21 22:42:01+00:00	closed	[DOC] Misc doc updates	Remi-Gau	0
483	2022-01-21 18:12:48+00:00	2022-01-21 18:13:06+00:00	closed	docs: add iqrashahzad14 as a contributor for bug, doc, question, review, userTesting	allcontributors[bot]	0
482	2022-01-21 09:21:09+00:00	2022-01-21 12:37:32+00:00	closed	[ENH] save jobs as m file	Remi-Gau	0
479	2022-01-16 12:38:49+00:00	2022-01-16 21:28:44+00:00	closed	rc1.1.4	Remi-Gau	0
478	2022-01-16 10:18:40+00:00	2022-01-16 21:41:20+00:00	closed	[REF / FIX / ENH] misc 	Remi-Gau	0
477	2022-01-15 14:46:46+00:00	2022-01-15 22:11:41+00:00	closed	[ENH] enhancements for ROI based GLM	Remi-Gau	0
472	2022-01-12 17:43:37+00:00	2022-01-14 20:45:44+00:00	closed	[ENH] add workflow to perform model selection using the MACS toolbox	Remi-Gau	2
470	2022-01-11 20:54:08+00:00	2022-01-14 23:32:03+00:00	closed	[DOC] improve resuls doc and associated how to	Remi-Gau	3
467	2022-01-11 00:38:25+00:00	2022-01-11 00:57:16+00:00	closed	[ENH] create an anat only spatial preprocessing	Remi-Gau	0
466	2022-01-10 16:30:00+00:00	2022-01-10 19:34:04+00:00	closed	[ENH] integrates anat and func QA as part of `bidsSpatialPrepro`	Remi-Gau	0
465	2022-01-07 21:59:17+00:00	2022-01-09 22:48:34+00:00	closed	[ENH] update roi based glm	Remi-Gau	2
464	2022-01-06 17:34:35+00:00	2022-01-06 17:40:14+00:00	closed	[DOC] adds link and references to other SPM material	Remi-Gau	0
463	2022-01-05 14:46:11+00:00	2022-01-06 08:52:13+00:00	closed	[DOC] Add figures for some workflows	Remi-Gau	0
462	2022-01-05 11:09:06+00:00	2022-01-05 11:58:41+00:00	closed	[FIX] reolve issues to get anat file from a different session from the func data	Remi-Gau	0
461	2022-01-04 22:59:45+00:00	2022-01-04 23:54:03+00:00	closed	[ENH] use BIDS stats model to select input task, space and override options	Remi-Gau	0
460	2022-01-04 11:38:32+00:00	2022-01-04 11:39:05+00:00	closed	docs: add fcerpe as a contributor for bug, test	allcontributors[bot]	0
459	2022-01-04 11:13:51+00:00	2022-01-04 11:26:33+00:00	closed	[FIX] make sure default BIDS models are usable	Remi-Gau	0
457	2022-01-03 18:40:14+00:00	2022-01-03 22:11:10+00:00	closed	[ENH] add metadata consistency checks	Remi-Gau	0
456	2021-12-28 17:58:50+00:00	2021-12-28 21:09:57+00:00	closed	change MNI to SPM default IXI549Space	Remi-Gau	0
455	2021-12-28 16:53:19+00:00	2021-12-28 17:45:13+00:00	closed	[DOC] update templates	Remi-Gau	0
454	2021-12-28 07:27:44+00:00	2021-12-28 08:07:30+00:00	closed	[ENH] improve confounds inclusion in design matrix	Remi-Gau	0
453	2021-12-26 18:02:36+00:00	2021-12-27 05:31:38+00:00	closed	[ENH] save group stats in separate derivatives folder	Remi-Gau	0
452	2021-12-25 22:10:45+00:00	2021-12-26 08:36:10+00:00	closed	[INFRA] add tests and error handling for results workflow	Remi-Gau	0
451	2021-12-25 19:04:50+00:00	2021-12-25 19:50:15+00:00	closed	[ENH] add possibility to limit maximum number of volumes per run in a subject level GLM	Remi-Gau	0
450	2021-12-25 18:24:27+00:00	2021-12-25 18:30:40+00:00	closed	[INFRA] replace zenodo.json by citation.cff file	Remi-Gau	0
449	2021-12-25 17:09:42+00:00	2021-12-25 17:32:56+00:00	closed	[ENH] drop nifti tools dependency	Remi-Gau	0
448	2021-12-25 16:31:11+00:00	2021-12-25 16:38:43+00:00	closed	[ENH] reports are saved for each subject being processed	Remi-Gau	0
447	2021-12-25 09:27:08+00:00	2021-12-25 09:53:45+00:00	closed	[ENH] drop support for parfor loops	Remi-Gau	0
446	2021-12-24 19:10:29+00:00	2021-12-24 21:42:27+00:00	closed	[DOC] general doc update	Remi-Gau	0
445	2021-12-22 17:11:17+00:00	2021-12-22 19:03:28+00:00	closed	[REF] refactor elapsedTime and integrate it into the code base	Remi-Gau	0
443	2021-12-21 12:17:22+00:00	2021-12-21 15:24:58+00:00	closed	[ENH] Enhancements subject / group level GLM and results	Remi-Gau	0
441	2021-12-14 13:12:06+00:00	2021-12-14 22:30:39+00:00	closed	[ENH] Update BIDS stats model 	Remi-Gau	0
439	2021-12-13 07:24:02+00:00	2021-12-13 19:21:49+00:00	closed	[ENH] Allow for multi tasks processing	Remi-Gau	0
438	2021-12-11 10:31:46+00:00	2021-12-11 13:39:31+00:00	closed	[FIX] Fix facerep demo	Remi-Gau	0
436	2021-11-17 07:40:15+00:00	2021-11-17 08:33:43+00:00	closed	[INFRA] update CI	Remi-Gau	0
435	2021-11-16 22:32:32+00:00	2021-11-16 22:37:13+00:00	closed	[ENH] add a function to deinitialize CPP SPM and make sure there is just one instance in the path	Remi-Gau	0
431	2021-11-07 17:31:43+00:00	2021-11-16 22:24:17+00:00	closed	[INFRA] set matlab ci	Remi-Gau	9
428	2021-11-03 07:48:20+00:00	2021-11-16 10:58:27+00:00	closed	[ENH] Add QA functions to plot events file and compute design efficiency	Remi-Gau	13
426	2021-11-01 15:15:14+00:00	2021-11-01 15:25:03+00:00	closed	[FIX] apply #425 to dev	Remi-Gau	0
425	2021-10-22 21:15:05+00:00	2021-11-01 15:14:05+00:00	closed	bidsConcatBetaTmaps. fix	CerenB	9
421	2021-10-02 15:53:32+00:00	2021-10-02 19:41:19+00:00	closed	[INFRA] speed up tests by using smaller dummy dataset	Remi-Gau	0
420	2021-10-01 10:40:06+00:00	2021-10-01 15:54:27+00:00	closed	[INFRA] update dockerfiles	Remi-Gau	0
419	2021-09-30 15:05:07+00:00	2021-10-01 10:32:21+00:00	closed	[FIX] apply #418 to dev	Remi-Gau	0
418	2021-09-30 11:13:40+00:00	2021-10-01 09:59:37+00:00	closed	[FIX] remove extra submodules and properly compute run level contrasts	Remi-Gau	0
413	2021-09-17 20:47:03+00:00	2021-10-01 12:53:03+00:00	closed	[FIX] Update binder	Remi-Gau	13
412	2021-09-17 20:27:29+00:00	2021-09-18 06:48:10+00:00	closed	[FIX] update checks on SPM version	Remi-Gau	0
404	2021-09-13 10:33:36+00:00	2021-09-13 11:19:06+00:00	closed	[REL] rc 1.1.0	Remi-Gau	0
402	2021-09-09 16:24:12+00:00	2021-11-16 21:04:08+00:00	closed	[ENH] compute tSNR for a given mask	mwmaclean	68
401	2021-08-30 16:38:48+00:00	2021-09-02 08:22:33+00:00	closed	[ENH] ROI tSNR pipeline	Remi-Gau	2
397	2021-08-17 19:44:39+00:00	2021-08-18 11:22:39+00:00	closed	[FIX] update initialization matlabbatch	Remi-Gau	0
395	2021-08-08 09:31:58+00:00	2021-08-14 08:52:05+00:00	closed	Rename preprocessing output to bids	Remi-Gau	5
394	2021-08-07 10:43:45+00:00	2021-09-02 08:26:24+00:00	closed	remove parfor from spatial processing and add QA options	Remi-Gau	25
392	2021-08-07 10:12:15+00:00	2021-08-14 09:03:50+00:00	closed	[ENH] add option to skip slice timing correction	Remi-Gau	6
391	2021-08-07 08:01:23+00:00	2021-10-02 13:04:25+00:00	closed	[STY] apply miss_hit naming parameters rule	Remi-Gau	56
384	2021-06-28 11:47:06+00:00	2021-06-28 12:00:28+00:00	closed	add test to workflows	Remi-Gau	0
383	2021-06-22 09:14:35+00:00	2021-06-22 09:29:32+00:00	closed	try silencing pre-commit-ci runs on lib folder	Remi-Gau	0
381	2021-06-15 16:49:07+00:00	2021-06-15 21:50:16+00:00	closed	[ENH] add verbosity control	Remi-Gau	0
378	2021-06-14 18:45:38+00:00	2021-06-14 20:22:02+00:00	closed	documentation, infra, clean up	Remi-Gau	0
371	2021-04-26 15:59:21+00:00	2021-08-13 20:52:11+00:00	closed	set imcalc default option data type	CerenB	90
370	2021-04-21 08:58:22+00:00	2021-06-01 14:42:56+00:00	closed	[ENH] adapt to use fmriprep input with rshrf toolbox	Remi-Gau	41
368	2021-04-19 07:41:13+00:00	2021-04-21 03:53:33+00:00	closed	[ENH] adapt workflows to new bids-matlab	Remi-Gau	1
367	2021-04-16 12:25:57+00:00	2021-09-13 19:47:00+00:00	closed	[ENH] allow fMRIprep input for GLM	Remi-Gau	90
366	2021-04-16 12:23:38+00:00	2021-04-16 12:24:37+00:00	closed	"[FIX] adapt to the new bids-matlab ""dev"""	Remi-Gau	0
362	2021-04-14 16:05:09+00:00	2021-04-14 16:05:43+00:00	closed	[DOC] update README with pre-commit install info	Remi-Gau	0
361	2021-04-14 15:52:41+00:00	2021-04-14 15:53:13+00:00	closed	[INFRA] set up pre-commit	Remi-Gau	0
360	2021-04-14 09:30:56+00:00	2021-04-14 09:31:03+00:00	closed	[INFRA] refactor gitignore	Remi-Gau	0
359	2021-04-13 12:35:37+00:00	2021-04-13 12:35:44+00:00	closed	[FIX] make sure that workflow returns to current directory upon computing results	Remi-Gau	0
358	2021-04-13 12:08:36+00:00	2021-04-13 12:08:57+00:00	closed	[FIX] change default to not close parallelization at the end of a workflow	Remi-Gau	0
355	2021-04-13 10:52:41+00:00	2021-04-13 10:53:27+00:00	closed	[MISC] fixes from release 1.0.0	Remi-Gau	0
353	2021-04-12 18:23:06+00:00	2021-06-14 15:31:53+00:00	closed	demo for using mean functional image mask	CerenB	62
351	2021-04-12 12:53:11+00:00	2021-04-13 10:03:50+00:00	closed	[INFRA] updates for 1.0.0 release	Remi-Gau	0
350	2021-04-12 12:50:48+00:00	2021-04-13 09:46:09+00:00	closed	[INFRA] updates for 1.0.0 release	Remi-Gau	0
345	2021-04-09 15:14:45+00:00	2021-06-14 17:36:17+00:00	closed	Lesion workflow & batches	mwmaclean	66
341	2021-04-04 07:49:04+00:00	2021-04-13 10:50:26+00:00	closed	[REL] Release 1.0.0	Remi-Gau	9
340	2021-04-03 09:20:08+00:00	2021-04-07 16:08:07+00:00	closed	[ENH] add roi based GLM using mars bar	Remi-Gau	4
339	2021-04-03 04:27:27+00:00	2021-04-03 04:32:51+00:00	closed	[ENH] create workflow to create ROI from atlas	Remi-Gau	0
338	2021-04-02 18:56:33+00:00	2021-04-07 16:10:19+00:00	closed	[ENH] save info concatenation	Remi-Gau	4
337	2021-04-02 12:26:38+00:00	2021-04-02 12:29:04+00:00	closed	[ENH] add demo to create ROI and extract data from GLM	Remi-Gau	0
335	2021-04-02 06:28:26+00:00	2021-04-02 11:40:01+00:00	closed	[ENH] updatre face repetition demo to run with upsampling	Remi-Gau	0
334	2021-03-31 15:35:34+00:00	2021-04-02 11:37:31+00:00	closed	[ENH] rename glm output to make it more BIDS compliant	Remi-Gau	1
332	2021-03-23 16:12:43+00:00	2021-03-23 16:12:53+00:00	closed	[FIX] update CPP_ROI submodule	Remi-Gau	0
330	2021-03-22 22:08:36+00:00	2021-03-23 05:58:53+00:00	closed	[FIX] make sure GLM figures are saved	Remi-Gau	0
328	2021-03-22 20:30:51+00:00	2021-03-22 20:39:35+00:00	closed	[ENH] add workflow to detect lesion with ALI toolbox 	Remi-Gau	0
326	2021-03-21 18:30:37+00:00	2021-03-21 19:20:05+00:00	closed	[ENH] add CPP_ROI as submodule	Remi-Gau	0
325	2021-03-19 18:15:28+00:00	2021-03-19 18:35:53+00:00	closed	[ENH] allow to run anat only workflows	Remi-Gau	0
324	2021-03-18 19:19:39+00:00	2021-03-18 19:34:59+00:00	closed	[ENH] update credits and use initCppSpm to check dependencies	Remi-Gau	0
322	2021-03-17 17:34:07+00:00	2021-03-18 13:06:27+00:00	closed	[ENH] change path and name of subject level GLM folders	Remi-Gau	0
321	2021-03-15 21:59:07+00:00	2021-03-15 21:59:20+00:00	closed	docs: add mwmaclean as a contributor	allcontributors[bot]	0
315	2021-03-12 07:13:08+00:00	2021-04-02 16:36:59+00:00	closed	[WIP] [ENH] slices display with beta-values, t-values and cluster contours	Remi-Gau	21
314	2021-03-09 09:53:27+00:00	2021-03-10 14:12:24+00:00	closed	"[ENH] drop ""CPP style"" group support"	Remi-Gau	1
313	2021-03-08 20:16:00+00:00	2021-03-15 21:57:39+00:00	closed	Add 3 setbatches for lesion detection	mwmaclean	7
311	2021-03-08 14:38:58+00:00	2021-03-08 15:07:33+00:00	closed	remove specific sourceMRI code which is not in common between the two repos	marcobarilari	0
310	2021-03-08 14:36:10+00:00	2021-03-10 15:08:13+00:00	closed	[ENH] use a string for anat session and not an index	Remi-Gau	2
309	2021-03-06 20:46:15+00:00	2021-03-10 20:31:02+00:00	closed	[ENH] allow to run analysis on specific files or session by filtering with bids.query	Remi-Gau	3
308	2021-03-06 17:52:35+00:00	2021-03-10 14:14:35+00:00	closed	[ENH] options are saved in a cfg folder in the working directory	Remi-Gau	3
307	2021-03-06 17:22:04+00:00	2021-03-07 18:11:54+00:00	closed	[ENH] add possibility to skip subject GLM QA	Remi-Gau	1
300	2021-02-23 17:18:12+00:00	2021-02-27 08:42:13+00:00	closed	[REL] Release 0.2.0	Remi-Gau	3
297	2021-02-17 15:39:40+00:00	2021-02-17 15:39:52+00:00	closed	[ENH] add resize_image function to library	Remi-Gau	0
296	2021-02-17 13:09:55+00:00	2021-02-17 13:47:33+00:00	closed	[FIX] adapted for looping through subjects	CerenB	0
295	2021-02-11 15:17:20+00:00	2021-02-11 15:22:48+00:00	closed	[INFRA] move the manual coregistration code to lib	Remi-Gau	0
294	2021-02-10 16:58:17+00:00	2021-02-12 09:43:37+00:00	closed	bidsConcatBetaTmaps hoxfit for ffxDir definition in subfun	CerenB	1
291	2021-02-08 19:30:31+00:00	2021-02-27 05:48:17+00:00	closed	[FIX] bidsCopy does not delete previously copied tasks	Remi-Gau	18
289	2021-02-08 17:00:13+00:00	2021-02-08 18:07:04+00:00	closed	[INFRA] update test and add system tests	Remi-Gau	0
288	2021-02-08 14:54:33+00:00	2021-04-12 17:28:11+00:00	closed	use skullstripping func with mean image	CerenB	63
286	2021-02-08 14:27:52+00:00	2021-02-08 15:22:54+00:00	closed	[INFRA] create github action to run tests	Remi-Gau	0
283	2021-02-08 13:33:10+00:00	2021-02-08 15:32:01+00:00	closed	[FIX] fix power spectra plotting	Remi-Gau	0
282	2021-02-08 12:16:03+00:00	2021-02-08 15:31:40+00:00	closed	[MISC] remove abspath from library	Remi-Gau	0
280	2021-02-03 15:48:12+00:00	2021-02-08 13:05:28+00:00	closed	[ENH] Image to segmentation	CerenB	4
273	2021-01-16 19:39:18+00:00	2021-01-16 20:47:52+00:00	closed	[FIX] fix unit issues in STC	Remi-Gau	0
271	2021-01-15 10:48:02+00:00	2021-01-15 14:20:04+00:00	closed	[FIX] argument order of bidsFFX	CerenB	0
270	2021-01-14 19:53:11+00:00	2021-01-14 20:00:40+00:00	closed	[INFRA] fix failing test due to #266	Remi-Gau	0
266	2021-01-14 18:58:11+00:00	2021-01-14 19:07:03+00:00	closed	[FIX] bidsResults montage file naming fix	CerenB	0
265	2021-01-14 08:38:36+00:00	2021-01-14 09:09:38+00:00	closed	[FIX] fix typo	CerenB	0
263	2021-01-12 16:25:51+00:00	2021-01-12 22:40:30+00:00	closed	[FIX] delete duplicate of convert3Dto4D and fix bug in input order for the batch	marcobarilari	0
261	2021-01-07 12:39:07+00:00	2021-01-07 12:39:16+00:00	closed	docs: add Remi-Gau as a contributor	allcontributors[bot]	0
260	2021-01-07 12:37:24+00:00	2021-01-07 12:37:42+00:00	closed	docs: add CerenB as a contributor	allcontributors[bot]	0
257	2021-01-07 08:58:36+00:00	2021-01-07 12:35:34+00:00	closed	add parfor loop into bidsSpatialPrep 	CerenB	0
255	2020-12-30 08:53:51+00:00	2020-12-30 16:09:46+00:00	closed	 [ENH] improve GLM results ouput 	Remi-Gau	0
253	2020-12-30 07:19:01+00:00	2020-12-30 07:19:20+00:00	closed	[ENH] update bids-matlab submodule	Remi-Gau	0
250	2020-12-27 12:21:51+00:00	2020-12-27 12:30:52+00:00	closed	[ENH] bids copy raw filters on task of interest	Remi-Gau	0
249	2020-12-27 11:33:25+00:00	2020-12-27 11:41:07+00:00	closed	[ENH] add function to write dataset description	Remi-Gau	0
248	2020-12-27 10:09:27+00:00	2020-12-27 10:54:37+00:00	closed	[ENH] add possibiity to parallelize workflows	Remi-Gau	0
247	2020-12-27 09:22:34+00:00	2020-12-27 09:50:57+00:00	closed	[ENH] workflow to reslice TPMs to func also create a mask for functional data	Remi-Gau	0
246	2020-12-27 07:52:31+00:00	2020-12-27 08:31:09+00:00	closed	[ENH] GLM improvments	Remi-Gau	0
243	2020-12-27 05:32:14+00:00	2020-12-27 06:29:48+00:00	closed	[FIX] fix bugs group level	Remi-Gau	0
240	2020-12-25 15:02:01+00:00	2020-12-26 17:02:36+00:00	closed	[INFRA] add tests	Remi-Gau	1
239	2020-12-24 09:39:46+00:00	2020-12-24 09:48:23+00:00	closed	[INFRA] update CI	Remi-Gau	0
237	2020-12-24 08:27:27+00:00	2020-12-24 08:35:07+00:00	closed	[INFRA] update miss hit config	Remi-Gau	0
236	2020-12-23 17:16:19+00:00	2020-12-23 17:18:08+00:00	closed	add a badge in README with the doc build status	Remi-Gau	0
234	2020-12-17 09:31:00+00:00	2020-12-23 17:25:16+00:00	closed	add zenodo.json	Remi-Gau	6
230	2020-12-13 12:31:59+00:00	2020-12-13 12:32:20+00:00	closed	[DOC] update and fix documentation	Remi-Gau	0
229	2020-12-13 11:07:32+00:00	2021-12-22 16:21:37+00:00	closed	add elapsedTime function	marcobarilari	90
222	2020-12-07 07:02:57+00:00	2020-12-07 07:03:42+00:00	closed	[DOC] Merge updated documentation into the dev branch	Remi-Gau	0
214	2020-11-29 20:14:08+00:00	2020-11-29 20:14:15+00:00	closed	[MISC] small updates	Remi-Gau	0
213	2020-11-29 19:40:59+00:00	2020-11-29 19:50:46+00:00	closed	[ENH] add extra stat results output (png, csv, thresholded spm)	Remi-Gau	0
210	2020-11-29 11:44:23+00:00	2020-11-29 17:30:14+00:00	closed	[FIX] Missing trial_types are not added to a model specification / fixes #197	marcobarilari	0
208	2020-11-29 10:11:22+00:00	2020-11-29 10:36:06+00:00	closed	[HACK] Temporary remove saving functional QA output	Remi-Gau	0
207	2020-11-29 10:01:14+00:00	2020-11-29 10:01:29+00:00	closed	docs: add Remi-Gau as a contributor	allcontributors[bot]	0
206	2020-11-29 09:59:11+00:00	2020-11-29 09:59:32+00:00	closed	docs: add CerenB as a contributor	allcontributors[bot]	0
205	2020-11-29 09:57:48+00:00	2020-11-29 09:58:03+00:00	closed	docs: add CerenB as a contributor	allcontributors[bot]	0
204	2020-11-29 09:56:46+00:00	2020-11-29 09:57:01+00:00	closed	docs: add fedefalag as a contributor	allcontributors[bot]	0
203	2020-11-29 09:55:29+00:00	2020-11-29 09:55:53+00:00	closed	docs: add marcobarilari as a contributor	allcontributors[bot]	0
200	2020-11-29 09:15:35+00:00	2020-11-29 09:31:10+00:00	closed	"[ENH] try to rely on absolut path internally and make getAnatFile ""smarter"""	Remi-Gau	0
199	2020-11-29 07:43:25+00:00	2020-11-29 08:05:32+00:00	closed	[ENH] replace all calls to spm_BIDS by equivalent from bids-matlab	Remi-Gau	0
191	2020-11-28 09:14:55+00:00	2020-11-28 09:15:17+00:00	closed	fix not matching var name in convert3Dto4D	marcobarilari	0
190	2020-11-26 04:43:27+00:00	2020-12-07 06:59:05+00:00	closed	[ENH] create demo for event related experiment	Remi-Gau	11
188	2020-11-17 12:36:46+00:00	2020-12-07 06:58:26+00:00	closed	SkullStripping part	anege	19
186	2020-11-17 08:22:01+00:00	2020-11-17 08:22:19+00:00	closed	docs: add marcobarilari as a contributor	allcontributors[bot]	0
185	2020-11-17 08:18:36+00:00	2020-11-17 08:21:17+00:00	closed	[FIX] [INFRA] contributor bot json	Remi-Gau	0
181	2020-11-12 15:11:40+00:00	2020-11-29 16:46:09+00:00	closed	skip QA if running octave	Remi-Gau	17
179	2020-11-12 14:19:39+00:00	2020-11-13 12:20:34+00:00	closed	[ENH] add gzip scripts for raw folder 	marcobarilari	0
178	2020-11-12 07:45:40+00:00	2020-11-29 17:20:26+00:00	closed	[FIX] make file moving function more robust and fail more gracefully	Remi-Gau	17
172	2020-11-09 17:05:03+00:00	2020-11-09 17:09:23+00:00	closed	[FIX] loadAndCheckOptions can now read from a structure	Remi-Gau	0
171	2020-11-09 16:57:06+00:00	2020-11-09 17:14:27+00:00	closed	typos fixed	CerenB	0
169	2020-11-08 21:00:23+00:00	2020-11-08 21:01:25+00:00	closed	clean setBatchSmoothing	marcobarilari	0
168	2020-11-08 10:16:53+00:00	2020-11-09 20:57:21+00:00	closed	[ENH] add carpet plot to functionalQA	Remi-Gau	1
167	2020-11-07 07:10:03+00:00	2020-11-07 07:17:17+00:00	closed	"Add ""dummy"" help sections in functions"	Remi-Gau	0
165	2020-11-06 15:03:29+00:00	2020-11-09 17:03:56+00:00	closed	3D to 4D conversion	marcobarilari	3
